City_ID,Country,City,Date,Lat,Long,Cloudiness,Humidity,Wind_Speed,Temp_Max
2184707,NZ,Wanaka,1601343539,-44.7,169.15,87,71,14.03,36
2173125,AU,Burnie,1601343540,-41.07,145.92,100,69,11.01,57
3333212,GB,Wakefield,1601343541,53.68,-1.5,61,86,3.98,55.99
2184904,NZ,Te Horo,1601343542,-40.81,175.12,100,40,23.04,53.01
2188444,NZ,Leeston,1601343543,-43.77,172.3,100,34,8.99,48.99
2187365,NZ,Mapua,1601343544,-41.25,173.1,4,40,13,52
3874960,CL,Port Montt,1601343545,-41.47,-72.94,90,93,4.7,48.2
2178982,NZ,Woodend,1601343546,-43.32,172.67,79,31,29.97,48.99
4951594,US,Southbridge,1601343547,42.08,-72.03,9,94,5.95,66
2186280,NZ,Nelson,1601343548,-41.28,173.28,38,40,13,52
2155415,AU,New Norfolk,1601343265,-42.78,147.06,2,48,3,61
2206361,NZ,Patea,1601343550,-39.76,174.48,100,69,17,50
2077454,AU,Australind,1601343551,-33.27,115.72,91,84,11.01,59
3855075,AR,General Pico,1601343256,-35.66,-63.76,84,52,13.24,59.45
2063030,AU,Port Pirie,1601343554,-33.18,138.02,90,77,11.41,59
3442727,UY,Durazno,1601343555,-33.41,-56.5,0,77,5.55,50.61
2156643,AU,Mount Gambier,1601343556,-37.83,140.77,40,51,17.22,60.8
946877,ZA,Uitenhage,1601343557,-33.76,25.4,10,66,17.22,55.4
963516,ZA,Queenstown,1601343289,-31.9,26.88,99,71,3.13,46.18
4163971,US,Melbourne,1601343497,28.08,-80.61,75,100,14.32,77
2187908,NZ,Maketu,1601343559,-37.77,176.45,0,51,17,59
2065176,AU,Murray Bridge,1601343412,-35.12,139.27,100,52,1.99,66
3841956,AR,Paraná,1601343262,-31.73,-60.52,0,61,8.68,56.12
3861344,AR,Chivilcoy,1601343561,-34.9,-60.02,52,58,1.99,60.01
1002145,ZA,George,1601343562,-33.96,22.46,0,81,6.93,48.2
2181511,NZ,Te Kauwhata,1601343563,-37.4,175.15,9,55,17,57.99
2208327,NZ,Paeroa,1601343564,-37.37,175.67,9,54,14,61
2145110,AU,Wagga Wagga,1601343565,-35.12,147.37,20,59,10.29,64.99
2148431,AU,Stawell,1601343566,-37.05,142.77,100,69,13.71,58.46
2172517,AU,Canberra,1601343453,-35.28,149.13,26,54,5.82,63
3443411,UY,Departamento de Canelones,1601343567,-34.64,-56.29,0,71,5.82,53.01
2208333,NZ,Thames,1601343568,-37.13,175.53,5,55,17,61
3466165,BR,Cidreira,1601343569,-30.18,-50.21,0,78,9.1,59.23
2185964,NZ,North Shore,1601343570,-36.8,174.75,84,62,15.01,60.01
3430708,AR,Mercedes,1601343389,-34.65,-59.43,45,90,6.24,57
3879627,CL,Molina,1601343571,-35.12,-71.28,72,71,3.36,55.4
2170430,AU,Cootamundra,1601343572,-34.65,148.03,35,54,5.99,64.99
2150163,AU,Sawtell,1601343574,-30.38,153.1,11,55,10.29,66.2
2189630,NZ,Hunterville,1601343575,-39.93,175.57,100,72,11.99,53.01
964712,ZA,Plettenberg Bay,1601343576,-34.05,23.37,10,80,11.12,52.2
3883035,CL,Llaillay,1601343576,-32.85,-70.97,75,87,6.93,57
2170139,AU,Cowra,1601343577,-33.83,148.68,10,51,4,55
2169068,AU,Deniliquin,1601343578,-35.53,144.97,94,45,5.99,64.99
3893532,CL,Coronel,1601343579,-37.02,-73.13,75,76,5.82,50
946058,ZA,Mthatha,1601343580,-31.59,28.78,0,93,1.12,44.6
2177233,AU,Bairnsdale,1601343581,-37.83,147.62,64,64,3,62.01
3443758,UY,Artigas,1601343581,-30.4,-56.47,0,75,5.91,51.66
2176225,AU,Benalla,1601343582,-36.55,145.98,100,63,6.93,60.8
3369157,ZA,Cape Town,1601343356,-33.93,18.42,0,93,4.7,54
2187175,NZ,Matata,1601343583,-37.88,176.75,0,51,17,61
3883214,CL,Limache,1601343584,-33.02,-71.27,75,87,6.93,51.8
3455461,BR,Palmares do Sul,1601343585,-30.26,-50.51,0,79,7.52,59.45
2157698,AU,Mildura,1601343586,-34.2,142.15,100,30,14.99,71.01
2177671,AU,Armidale,1601343359,-30.52,151.65,69,59,1.01,57
2208332,NZ,Opotiki,1601343587,-38.08,177.28,2,55,11.01,61
3472343,BR,Americana,1601343588,-22.74,-47.33,20,60,13.87,73.4
934390,MU,Lalmatie,1601343589,-20.19,57.66,40,88,9.17,73
3461498,BR,Igarapé,1601343399,-20.07,-44.3,8,32,2.24,82.4
3445126,BR,Videira,1601343590,-27.01,-51.15,0,89,0.92,52.77
3462580,BR,Garça,1601343591,-22.21,-49.66,25,69,6.93,80.6
3470279,BR,Bauru,1601343592,-22.31,-49.06,7,69,6.93,80.6
3467542,BR,Cândido Mota,1601343593,-22.75,-50.39,16,70,8.25,75.94
3455553,BR,Paiçandu,1601343349,-23.46,-52.05,0,83,8.05,71.6
3433715,AR,Goya,1601343594,-29.14,-59.26,0,70,6.53,57.9
936048,RE,Bras-Panon,1601343597,-21,55.68,75,60,12.75,73.4
3453643,BR,Piracicaba,1601343347,-22.73,-47.65,20,60,13.87,73.4
1021360,ZA,Ballitoville,1601343598,-29.54,31.21,75,93,3.36,57.2
943960,ZA,Viljoenskroon,1601343599,-27.21,26.95,0,48,3.38,32
3447423,BR,Soledade,1601343600,-28.82,-52.51,0,92,2.91,48.92
933292,BW,Maunatlala,1601343601,-22.6,27.63,41,83,6.04,62.96
5224151,US,Providence,1601343549,41.82,-71.41,90,100,6.93,66.99
949224,ZA,Thohoyandou,1601343603,-22.95,30.48,98,90,4.74,60.8
3401188,BR,Andira,1601343604,-0.74,-47.84,0,80,6.4,77.05
934971,SZ,Mhlambanyatsi,1601343604,-26.45,31.02,98,95,1.3,50.49
3463604,BR,Fartura,1601343605,-23.39,-49.51,5,86,4.94,70.88
3467371,BR,Capâo Bonito,1601343606,-24.01,-48.35,42,98,3.22,65.07
933456,BW,Makaleng,1601343606,-20.9,27.28,25,88,10.45,62.4
3359638,NA,Walvis Bay,1601343607,-22.96,14.51,0,87,8.05,50
3452216,BR,Prudentópolis,1601343608,-25.21,-50.98,0,96,2.8,61.5
2174933,AU,Bongaree,1601343609,-27.08,153.16,20,52,1.01,72
3471005,BR,Bambuí,1601343610,-20.01,-45.98,6,28,1.21,77.16
